4000001,90061,t1
4000001,90000,-
4000001,90203,-
4000001,90205,-
4000002,90062,t2
4000002,90000,-
4000002,90202,-
4000002,90207,-
4000003,90000,-
4000003,90204,-
4000003,90205,-
4000004,90000,-
4000004,90201,-
4000004,90202,-
4000005,90062,t2
4000005,90000,-
4000005,90208,-
4000005,90203,-
4000006,90058,m8
4000006,90000,-
4000006,90208,-
4000006,90202,-
4000007,90102,-
4000007,90100,-
4000007,90203,-
4000007,90205,-
4000008,90063,t3
4000008,90000,-
4000008,90204,-
4000008,90207,-
4000009,90000,-
4000009,90208,-
4000009,90206,-
4000010,90063,t3
4000010,90000,-
4000010,90201,-
4000010,90203,-
4000011,90000,-
4000011,90203,-
4000011,90207,-
4000012,90012,w12
4000012,90000,-
4000012,90205,-
4000012,90201,-
4000013,90000,-
4000013,90205,-
4000013,90201,-
4000014,89999,-
4000014,90206,-
4000014,90208,-
4000015,90061,t1
4000015,90000,-
4000015,90201,-
4000015,90208,-
4000016,90000,-
4000016,90205,-
4000016,90206,-
4000017,90000,-
4000017,90203,-
4000017,90206,-
4000018,90000,-
4000018,90204,-
4000018,90208,-
4000019,90000,-
4000019,90205,-
4000019,90206,-
4000020,90058,m8
4000020,90000,-
4000020,90208,-
4000020,90205,-
4000021,90000,-
4000021,90208,-
4000021,90202,-
4000022,90000,-
4000022,90201,-
4000022,90207,-
4000023,90000,-
4000023,90207,-
4000023,90205,-
4000024,90000,-
4000024,90207,-
4000024,90202,-
4000025,90000,-
4000025,90204,-
4000025,90201,-
4000026,90000,-
4000026,90203,-
4000026,90204,-
4000027,90000,-
4000027,90202,-
4000027,90201,-
4000028,90000,-
4000028,90207,-
4000028,90208,-
4000029,90033,w33
4000029,90000,-
4000029,90205,-
4000029,90208,-
4000030,90000,-
4000030,90203,-
4000030,90205,-
4000031,90000,-
4000031,90201,-
4000031,90202,-
4000032,90000,-
4000032,90206,-
4000032,90203,-
4000033,90063,t3
4000033,90000,-
4000033,90204,-
4000033,90201,-
4000034,90062,t2
4000034,90000,-
4000034,90208,-
4000034,90207,-
4000035,90101,-
4000035,90100,-
4000035,90201,-
4000035,90203,-
4000036,90000,-
4000036,90203,-
4000036,90202,-
4000037,90062,t2
4000037,90000,-
4000037,90204,-
4000037,90208,-
4000038,90061,t1
4000038,90000,-
4000038,90207,-
4000038,90204,-
4000039,90062,t2
4000039,90000,-
4000039,90207,-
4000039,90205,-
4000040,90012,w12
4000040,90000,-
4000040,90206,-
4000040,90201,-
4000041,90000,-
4000041,90202,-
4000041,90204,-
4000042,90101,-
4000042,90100,-
4000042,90202,-
4000042,90205,-
4000043,90063,t3
4000043,90000,-
4000043,90208,-
4000043,90201,-
4000044,90000,-
4000044,90207,-
4000044,90205,-
4000045,90058,m8
4000045,90000,-
4000045,90207,-
4000045,90202,-
4000046,90063,t3
4000046,90000,-
4000046,90207,-
4000046,90201,-
4000047,90061,t1
4000047,90000,-
4000047,90202,-
4000047,90201,-
4000048,90061,t1
4000048,90000,-
4000048,90203,-
4000048,90207,-
4000049,89999,-
4000049,90207,-
4000049,90201,-
4000050,90000,-
4000050,90201,-
4000050,90206,-
4000051,90061,t1
4000051,90000,-
4000051,90204,-
4000051,90201,-
4000052,90061,t1
4000052,90000,-
4000052,90206,-
4000052,90205,-
4000053,90000,-
4000053,90203,-
4000053,90205,-
4000054,90063,t3
4000054,90000,-
4000054,90201,-
4000054,90208,-
4000055,90000,-
4000055,90206,-
4000055,90202,-
4000056,89999,-
4000056,90205,-
4000056,90203,-
4000057,90000,-
4000057,90208,-
4000057,90207,-
4000058,90052,m2
4000058,90000,-
4000058,90205,-
4000058,90208,-
4000059,90063,t3
4000059,90000,-
4000059,90201,-
4000059,90206,-
4000060,90021,w21
4000060,90000,-
4000060,90203,-
4000060,90205,-
4000061,90000,-
4000061,90203,-
4000061,90201,-
4000062,90061,t1
4000062,90000,-
4000062,90201,-
4000062,90203,-
4000063,90101,-
4000063,90100,-
4000063,90201,-
4000063,90202,-
4000064,90000,-
4000064,90204,-
4000064,90207,-
4000065,90000,-
4000065,90202,-
4000065,90207,-
4000066,90062,t2
4000066,90000,-
4000066,90202,-
4000066,90207,-
4000067,90016,w16
4000067,90000,-
4000067,90204,-
4000067,90207,-
4000068,90061,t1
4000068,90000,-
4000068,90206,-
4000068,90204,-
4000069,90063,t3
4000069,90000,-
4000069,90201,-
4000069,90208,-
4000070,90000,-
4000070,90205,-
4000070,90201,-
4000071,90000,-
4000071,90208,-
4000071,90204,-
4000072,90032,w32
4000072,90000,-
4000072,90207,-
4000072,90201,-
4000073,90000,-
4000073,90205,-
4000073,90206,-
4000074,90062,t2
4000074,90000,-
4000074,90201,-
4000074,90204,-
4000075,90000,-
4000075,90208,-
4000075,90205,-
4000076,90019,w19
4000076,90000,-
4000076,90208,-
4000076,90201,-
4000077,90103,-
4000077,90100,-
4000077,90202,-
4000077,90204,-
4000078,90000,-
4000078,90208,-
4000078,90203,-
4000079,90057,m7
4000079,90000,-
4000079,90208,-
4000079,90201,-
4000080,90000,-
4000080,90207,-
4000080,90204,-
4000081,90000,-
4000081,90206,-
4000081,90202,-
4000082,90063,t3
4000082,90000,-
4000082,90201,-
4000082,90206,-
4000083,90063,t3
4000083,90000,-
4000083,90204,-
4000083,90201,-
4000084,90102,-
4000084,90100,-
4000084,90203,-
4000084,90202,-
4000085,90061,t1
4000085,90000,-
4000085,90204,-
4000085,90208,-
